Order_Id,Customer_Id,Customer_Name,Product_Id,Product_Category,Product_Name,Payment_Type,Quantity_ordered,Price,Date_and_Time_When_Order_Was_Placed,Customer_Country,Customer_City,Site_From_Where_Order_Was_Placed,Payment_Transaction_Confirmation_Id,Payment_Success_or_Failure,Payment_Failure_Reason
ad6a6103-fea8-49e4-a5cf-c14b20bacb19,e400f84a-e261-4177-930a-b21a6920e6a7,Jeffrey Leach,7678ea3a-1564-4cdf-96a9-9447d2258e04,Books,Textbooks,UPI,3,843.07,2021-11-21 00:00:43,India,Bangalore,eBay,19caa080-a93b-4625-8456-c8d436c664f2,N,Card expired
3e4e4ad4-b1eb-4376-8097-52aee6eeb5de,f6218249-fe00-4b8d-a022-e7658faaff7a,Amber Dawson,e8ec1de9-90d8-437a-86af-e16be9ae18ac,Books,Comics,Wallet,4,991.88,2024-07-29 04:54:04,India,Mumbai,Flipkart,30f5e754-7588-4114-9812-b7cbb07774ab,N,Insufficient funds
a9ff6ea1-d698-4333-b243-d76e4857bb12,4e5ea459-84b9-411a-8557-6d0b0d67ba7f,Aaron Weber,ef52011e-dc89-4b0c-89eb-8a6c4aca3951,Electronics,Headphones,UPI,2,741.28,2023-04-30 02:52:51,Canada,Ottawa,Amazon,6fc7e5b5-89e6-431c-9df8-9a56c89a4481,N,Card expired
ac819f82-739a-4f89-af9c-b46a370bf645,bd893106-80df-4d16-85b2-925dd6cd2f29,Kyle Turner,83500dd1-c6e7-4f7c-995a-4bbc5033b874,Electronics,Smartphones,Wallet,1,69.83,2024-08-09 11:01:10,UK,Glasgow,Amazon,e912fe68-d583-47cd-8b44-f6d6f2233b5c,N,Payment gateway error
d013adf9-4a9b-483d-88c2-a0d1d89c741d,988b5145-6347-4ad6-912d-a794878a648f,Laura Moore,1b8d01d6-0a72-4aa8-989a-a81c0f5502c3,Electronics,Headphones,Internet Banking,4,152.94,2020-02-21 03:14:42,India,Delhi,Shopify,9d20aeea-5684-439d-a61c-f9485260cdb4,Y,Payment Successful
5a4584fb-23d6-451a-9849-ef936c13f611,3896739a-c3dd-4c6c-8b8f-4a55e69cb962,Brenda Hanson,42555342-d65b-4d0f-8a3a-6447a652be6f,Sports,Tennis Racket,Card,1,760.85,2022-12-24 14:51:54,India,Bangalore,Amazon,7c0a53e1-8a3b-45b8-b9bb-ae1bbce20d89,N,Payment gateway error
87789227-88e4-461b-8e65-41e8ec71703f,61d1482e-b12c-478e-ae79-f196e09d9522,Paige Morales,f295709c-88df-47e9-a731-92d2614d8034,Electronics,Batteries,UPI,5,587.97,2023-12-11 19:32:20,India,Kolkata,Flipkart,b1418a4e-e299-443f-8b84-cef0f8cd4800,Y,Payment Successful
1c908157-7961-45e3-89ea-e0e1a25daf6a,87a628d1-bd4a-4780-9018-7ca0c87275f3,Ronald Walker,5cad130a-61ac-493b-b785-1410127463d0,Electronics,Chargers,Internet Banking,5,859.38,2022-05-06 02:02:57,USA,Phoenix,Amazon,36892631-f3c9-4258-ad50-ca7763f2dfdc,N,Payment gateway error
977710d6-f57d-430c-bb04-32e47fe4bf72,0aac2de2-c84e-4927-8049-586b0a00b47f,Ronald Johnson,e2452703-0491-4115-840a-008cf92a9a6e,Sports,Cricket Bat,UPI,1,841.21,2024-02-25 08:06:32,USA,New York,eBay,51caac2c-d3c0-4871-9da0-ff1d94819c4b,Y,Payment Successful
0ae2b6ba-1d6b-4d5b-a320-af555f9f0961,483be01a-c60f-431d-af07-da12954987e3,Kelly Mccoy MD,f4d9ce9b-921b-4cf9-a389-45a7ecb11dba,Clothing,Jackets,Card,4,560.39,2020-06-17 15:15:22,Germany,Hamburg,Shopify,a8ad51ab-b281-4d36-a948-14bab6787712,Y,Payment Successful
2e6e8ac9-c560-41bc-86db-4c4201302763,9a054167-97bc-40eb-adad-82f74b4ec701,Patricia Payne,8cb7b34d-276a-4714-a2c6-356c629f9218,Books,Fiction,Internet Banking,4,570.34,2022-03-03 20:01:28,UK,London,Amazon,8a7d94b3-577d-4f4d-807e-11acfeab5dba,N,Payment gateway error
98ae26ce-345d-4aa5-b51f-8bb48cb217ab,45ab5f2c-9ea2-47b4-b0d1-54150cd42ec1,Edward Jackson,7e07ca3d-5975-4a85-bde9-d056209daa2c,Sports,Basketball,Card,3,811.22,2021-10-23 07:04:14,Canada,Toronto,Amazon,e452da63-7d82-4543-b124-80c611dc45bf,N,Payment gateway error
88b1b20c-df5d-44ed-af50-5f95dbbc9f99,d8b2359e-e510-41a8-8d47-b430455a8c3f,April Dunlap,43ee6dbc-aec5-48f2-bee1-04236b88bc04,Clothing,Sweaters,Wallet,2,80.18,2023-03-29 17:29:21,Germany,Munich,eBay,7d06ed10-07ea-49d7-8f1e-778f32c0754a,Y,Payment Successful
c8b78c62-0baf-4ce2-8eb4-5dc9bc94c7e7,2eec4149-94b2-4a57-a9c0-e5c5a160fa58,Ellen Nelson,20376adf-567b-4610-b179-1a95ec4d678a,Home & Kitchen,Shampoo,Card,1,76.19,2024-06-13 22:36:11,UK,Birmingham,eBay,9b11e119-5107-4508-93c6-c05e581b7c33,Y,Payment Successful
2fec44df-69ed-4229-b5b6-797a3e6ffd12,28ffa3ea-c814-485b-821a-dc6ad445d097,Brittany Harrington,f4d7a1c6-7826-403f-a61b-0c14652eabba,Home & Kitchen,Detergent,Internet Banking,3,914.09,2023-04-27 04:48:21,India,Kolkata,Flipkart,3d98c975-9dee-48ae-9865-69d26e024680,N,Card expired
5c0072ef-0af8-4df6-a066-e37edaa3acaa,aedf77a3-aab0-4029-b126-6e64ef10f4fe,Patricia Moore,ee2885d4-90b1-4977-bc10-2fc2fca0bcc3,Clothing,Jackets,Wallet,4,646.68,2022-04-03 02:04:12,Canada,Montreal,Flipkart,19a8a3ae-f340-438f-8601-346328dbfbb0,N,Card expired
bf64ec36-84e0-44a3-b684-c5ed9c16eba4,2518ca67-c1e4-4640-96fe-8c472288c9c1,Jeremy Mcdaniel,9efc5723-9168-45a6-947e-1c19f7fb840e,Electronics,Headphones,Card,5,403.87,2020-03-10 10:20:31,India,Mumbai,eBay,63d79439-7636-4a9a-b4de-cb250bcc88ed,N,Insufficient funds
d82ec3e4-a716-4cc4-87cc-8745f45899b1,5f42b0de-f50c-42d6-ba83-c7c8aefbecfb,Jamie Peterson,e162a094-b60f-41cc-be67-553beb6d1d88,Electronics,Headphones,Internet Banking,4,257.74,2024-02-24 02:19:03,India,Chennai,Flipkart,2fd798ae-7401-4d85-898d-a5ebebc79d89,N,Card expired
6e8cf9ef-7827-4e40-89e9-f60f657fa4f9,0c5500cf-75b0-434e-ac0c-de37d616f3cf,Heidi Wilkinson,f3acbe8e-2c5b-422e-bbc1-e5c6d9cad16b,Clothing,T-Shirts,Internet Banking,2,862.66,2022-09-18 10:37:42,Germany,Cologne,Walmart,22c3b753-eb80-43ea-86da-7142d6c5af49,N,Payment gateway error
6c1a85a7-7378-4789-b044-cfebc04c7882,9af84600-d3a9-441e-a3ee-44bffef9ed7d,Bradley Hernandez,48a6f4f6-d277-46c1-838c-37b72a94757f,Sports,Football,Wallet,2,425.68,2022-02-18 18:53:19,Canada,Montreal,Amazon,a6979a4b-8309-4e64-b0ed-eb1b685cb231,Y,Payment Successful
f4dbb2a7-c1f9-448f-b9ce-1975073c60af,ec4ae215-4679-4e69-9dcb-184b4161a5d1,Sara Miller,34bc9914-fe80-4d6d-baff-e4b71e27c631,Clothing,T-Shirts,UPI,2,812.84,2022-04-05 04:31:27,Germany,Munich,Shopify,3e75798f-c523-4883-b9f5-c91ecf37793e,Y,Payment Successful
e5678eb2-e64e-4c28-8b38-8a3556ac95a3,e8773b2c-92b5-4941-97ad-1e5b463e9646,Matthew Johnson Jr.,9bc06876-eb46-48e9-9cb1-5558538bf9ea,Books,Non-Fiction,Card,1,597.77,2024-06-26 04:54:23,Germany,Hamburg,Flipkart,8da3fbdb-4272-403a-8a19-c142570e4481,N,Card expired
504b3c54-00a4-4cfc-922e-505d50f78318,b7e5ffc6-eacb-4470-8268-718de503c46c,Aaron Combs,3840c107-acd0-4363-b3b1-ed82faa57373,Electronics,Smartphones,Internet Banking,5,199.19,2021-09-09 14:53:02,Germany,Berlin,Flipkart,3826c787-9aa1-4aa2-b8c8-4aa471067498,N,Payment gateway error
6fa5d392-e19f-405f-96a5-9ad660e82fc7,2431d2d2-90a8-4c3b-96b9-1c139e943d87,Charles Stewart,748dfb95-d2d3-4ffa-9cc4-8f35519fa2dd,Books,Textbooks,Internet Banking,2,682.7,2024-07-10 08:13:23,Canada,Toronto,Walmart,5ce87203-b510-4914-82f7-2860f2a95d18,Y,Payment Successful
3748b2f2-f5d0-4bca-8848-fb324fcaf66a,842f8576-4eb1-48e3-8b2f-371a99cd599c,Christine Parks,081b091c-358b-40eb-8fd5-1a181d44a2ee,Electronics,Chargers,UPI,5,542.72,2023-06-25 23:57:44,UK,Manchester,Amazon,c3a1a8f3-50a6-409a-9f10-97b010ba75ee,N,Payment gateway error
6ade98da-05fa-4d30-b5bd-024f2be3f126,74a238fe-f54b-429a-bf3a-3724fb02fa6c,Christopher Vargas,986bc810-3e99-430d-a2b5-fcef3e58f747,Electronics,Chargers,UPI,3,551.71,2020-01-01 20:45:21,Germany,Munich,eBay,1884af33-767b-4ab3-8ea2-1df6d08e4a16,Y,Payment Successful
f1ee37a2-1a22-4d70-9357-49005996b9b8,34c154b9-cbf0-4e94-8585-64ec83af8540,Crystal Kennedy,6e65bdf7-a3e6-40c1-9d1b-f07bb568a051,Books,Fiction,Wallet,5,128.03,2021-09-25 20:53:15,UK,Glasgow,Shopify,f064d939-106c-4e9c-8822-05a38bfba950,Y,Payment Successful
6b3677d6-88c2-4686-af3a-1a56c9cc97e0,ef01a4af-53e7-46dc-ba89-64e2fadd62e3,Ricky Smith,712940a3-0714-40e6-b166-71faac673679,Electronics,Laptops,Wallet,2,846.08,2021-11-05 10:08:02,Canada,Vancouver,Amazon,4b187874-8f88-4b66-b478-2e0e5772ceb9,Y,Payment Successful
b7db512f-3293-4db7-91bd-f6af7131787f,913394d3-d5e8-436a-bed8-3e7c120b38a9,Michael Taylor,5c653f41-ab6e-4c41-abeb-39b26c95c8b5,Clothing,Jackets,Internet Banking,1,724.3,2020-10-07 06:54:36,India,Kolkata,Walmart,194030f8-962d-43e2-b134-15ab26a90903,N,Card expired
66051260-e025-499a-8f45-4dcf5bc48709,ec9fdf9e-7ea6-471e-92cf-d9d3de38623a,Kenneth Brandt,93a20bcd-aaa1-4663-8feb-23b6555aee40,Books,Magazines,Wallet,1,869.86,2021-07-27 12:05:02,USA,Chicago,eBay,468dbdd1-d23d-4123-be3a-603934198b3a,Y,Payment Successful
f5a8a595-8efe-4d0b-80e5-c7acbd1f85e9,095b97d3-45a3-4fff-91fb-4af9013fb862,Brandon Leblanc,98a0f0fb-515b-4d69-a83e-5ff63ab5cd99,Home & Kitchen,Toothpaste,Card,5,819.46,2020-02-17 11:03:41,Germany,Berlin,Shopify,5ab127f8-00a0-424b-a574-0dfa4488f151,N,Payment gateway error
47401f75-1da1-426b-90a7-bb3f9c3691bc,a209b07b-90ab-40f9-ac1e-7f51460a3363,Debra Kelly,652f2d92-f283-4352-9685-50f0362c2453,Sports,Basketball,UPI,2,113.98,2024-05-03 05:25:55,India,Bangalore,Flipkart,ef4533a0-9687-47be-9aff-8787571affca,Y,Payment Successful
e0d0c22c-9940-40f2-af6b-7aaf4ec16dcb,03bd8816-bf6b-4929-b6da-0c0a86bf25c5,Sara Marshall,bde13737-f2d8-4cc8-8717-4ed124ffcc41,Clothing,Jackets,Internet Banking,3,880.32,2022-01-30 15:46:37,India,Mumbai,Flipkart,36bd3894-1fe3-4000-9aa2-b0756b4bc2f3,Y,Payment Successful
73bc1a72-7d93-481e-ad34-07478c65ea35,83e0fa98-96df-419d-90e4-a1d05d69544c,Jeremiah Cox,36d48b90-83f8-4bbb-9efe-5d77c8170942,Electronics,Laptops,Internet Banking,4,775.93,2024-09-01 18:16:08,Canada,Ottawa,Flipkart,e2ed96c0-a3e6-45bd-abb8-c454b9fe02e5,N,Insufficient funds
a7c622c7-beb6-4c05-9723-fed78a243dec,64510635-4a8b-48ff-ab72-805a9ca66106,Kyle Richard,fc44f2c2-10f9-42d4-87c1-ac4d87bd1f8c,Sports,Football,Card,2,600.35,2023-02-21 15:59:28,Germany,Frankfurt,Walmart,94971e87-1984-410b-9b36-53c18801d01e,N,Card expired
1c82cb33-5b5e-41ce-917c-2e8e711550de,4a3c6d00-3aba-4cb4-8f36-d44166c6a133,Jennifer Moran,1e3a9a19-674a-4bbd-9515-d36cac56ef7b,Books,Magazines,Wallet,4,179.85,2020-07-02 17:10:17,India,Chennai,Flipkart,538388c6-1712-4106-b818-1573dce31a5f,Y,Payment Successful
fd9af129-7b35-4d75-8ccf-932d44aa6102,252cc967-f9f3-490f-b40e-950433a205b0,Carol Wood,ae0e7208-a845-43ff-a6ca-683070dfedf5,Clothing,Sweaters,UPI,5,286.4,2021-02-03 20:20:06,UK,Manchester,Walmart,0e152eec-e977-4e81-8dce-a5098c795317,N,Insufficient funds
de25bd93-34df-4bd4-8f5f-f05e035bca08,d86f62c7-01fa-4d00-a4d7-5ceeac564d6f,Rebekah Davis,641f865b-b6aa-450d-83ae-2f3d9dbf332d,Clothing,T-Shirts,Card,1,471.78,2021-08-31 20:24:08,Canada,Vancouver,Flipkart,b56dc784-001f-4a0a-8c10-7fb83abdc364,N,Card expired
869e32bb-1f3d-463f-96a7-9fe07116aee4,320eb57b-f97e-48e9-beed-e45eeb16dc4f,Ronald Flores,3c0abbd7-df1b-4d2a-bf2f-51e21fd1bc87,Electronics,Laptops,Internet Banking,3,445.74,2024-07-16 14:38:22,India,Mumbai,Walmart,83ac185a-36b2-4b32-bb4e-292abd065ecc,Y,Payment Successful
b6f2384d-7644-4de0-9b37-4fe88dfc483e,a08c816c-a93d-4e17-8f5e-3586a3fcb4fa,Whitney Poole,2857e298-7164-44e1-a5bd-a937a1fd45e6,Electronics,Smartphones,Card,2,152.04,2024-02-05 13:09:01,Canada,Toronto,Amazon,6ee7f5d4-7467-4371-82d6-3ed75796abc7,Y,Payment Successful
6553a6ee-156b-4755-9321-c06169fa051e,d326b56c-4230-4af0-9fd3-1c9f08352990,Peter Wilson,1f6c163a-a05b-438b-95b9-256f3ee1e053,Home & Kitchen,Toothpaste,Card,1,638.93,2021-09-28 07:02:01,USA,New York,eBay,d4855ae4-d869-49bd-9b3f-f26ca4069f6b,N,Insufficient funds
818bc78e-cb11-483d-87ba-7865f68e51e8,fbaacf2c-4fea-425c-9ffc-29991d6a1926,Casey Brooks,f98593be-4fd1-44ba-9335-661546e20e9d,Books,Non-Fiction,Wallet,3,359.98,2022-01-13 15:50:17,USA,Chicago,Shopify,4d3bf92e-e2b7-4d8b-b423-5d54af344e33,Y,Payment Successful
161c6046-1465-48d4-801b-58862f191a7c,bf8307e0-d764-4158-8215-a735d11eddb5,Barbara Nelson,d294bfa3-2d52-49ab-b87c-2f549690de48,Home & Kitchen,Soap,Card,5,720.33,2021-06-24 21:43:23,UK,Glasgow,Amazon,063b904c-22e7-436a-903a-368a79c8577b,N,Payment gateway error
e454cea3-d761-4f37-a15c-3e36058ba342,dc580d95-1c97-4673-b273-0f4ebdd11e00,Chad Grant,91910194-e0bb-4627-a864-8ed57ea78a1c,Electronics,Smartphones,Internet Banking,1,77.78,2020-03-25 10:37:01,Canada,Montreal,eBay,805281dc-1688-4e0c-be54-3b5422049534,N,Insufficient funds
1e0a26f2-5f81-4234-93e4-3d8b6fc71958,9cff8108-3793-417d-b63d-160d32eabc20,Teresa Gillespie,6d29982f-329b-4577-b320-a0569e419afc,Home & Kitchen,Shampoo,Wallet,2,834.04,2024-08-29 00:47:24,UK,Manchester,Flipkart,8e45038f-6c1d-4f0f-9a1f-665232dec954,N,Insufficient funds
1d6749ef-10df-4f8d-80b7-e27b05464be6,df3c7303-fcd1-4d28-99ec-c348b2d11fd6,Drew Campos,775cf90b-fa4a-41ee-861f-5b510e9f87af,Sports,Basketball,Card,1,927.2,2022-01-10 04:11:34,USA,Los Angeles,Walmart,38834e1f-1351-4431-8b19-ca13b302dbf3,N,Card expired
30936926-e115-499b-9031-a3695280ca08,a8fef0b7-af14-4512-a023-ee9e81ac26d3,Miranda Hernandez,194e7b57-d38b-4722-bee4-37792528a149,Clothing,Sweaters,Wallet,5,136.65,2023-06-08 04:45:08,Germany,Cologne,Amazon,fe9bacd8-0f2d-4044-b6b7-6d353e7c27a8,Y,Payment Successful
9e1eadf0-e93e-447e-a54f-47b912a67154,8913d983-ea10-4e0b-972c-82567b491b74,Caroline Hernandez,b676b866-b7f8-409a-a72a-e7a59ece93c7,Clothing,Jeans,Internet Banking,2,377.53,2021-10-02 06:52:35,Germany,Munich,Flipkart,be2d9ff9-fb4a-4f1b-b50b-2967647c135c,Y,Payment Successful
dcb49c26-6508-49ba-8425-96a5fb14b907,edb17f64-11f4-4416-a6db-98e718c28aec,Matthew Wiley,8be357de-86e8-4594-a068-e1b8110199a8,Electronics,Laptops,Card,3,341.17,2022-09-19 16:08:26,India,Bangalore,Flipkart,9f5c6295-e36e-4eaf-9463-9a868b8428f8,N,Payment gateway error
787394af-ebbe-42a8-86fe-ddb24721e104,3ed28db3-bdfd-4434-9d31-5ed5f6b8468c,Patricia Larson,3749f368-bd22-4997-b2b1-d1f2e67a7b6c,Sports,Tennis Racket,Internet Banking,2,326.38,2021-07-31 02:50:04,Germany,Frankfurt,Flipkart,41d78182-7b00-4f34-b2db-4082d3a5b3e6,N,Insufficient funds
1daaa45b-7662-4ef5-8e9b-aff2d2621d8b,857ae4f8-0a3b-439b-a3d2-850ae47a89d9,Michael Sanchez,4c523a1b-24aa-4bbe-8088-81d84df8f625,Books,Magazines,Internet Banking,1,726.76,2024-07-17 10:09:09,UK,Glasgow,Flipkart,e75cca29-91be-4010-91f7-9d689953fae9,Y,Payment Successful
0cae1ef2-63da-4366-ac67-3b64237f6ea2,7fc248b5-7e35-4be0-bba0-2c2f222ed104,David Schultz,6a5ccc02-6228-43b3-9dfd-1f552b1a489f,Books,Non-Fiction,UPI,1,990.97,2022-02-01 09:01:06,India,Kolkata,Shopify,5c9ecd23-b9c9-4b1e-8da7-37a287e7c1f0,N,Insufficient funds
b2b10a84-4229-4231-aeae-6f646a848dcb,f5e9bac5-fad0-4529-8199-2c6c71925cda,Amy Golden,9fecadf0-1399-4622-8d06-c9a43e71b388,Books,Magazines,Internet Banking,4,201.89,2020-03-25 12:30:54,UK,Birmingham,Amazon,b6e7ab08-2b58-4f90-b767-bdef296659be,N,Card expired
8d2e529b-7609-4dcd-8156-def53fe2740e,74095b8e-e090-424a-904b-a8fda6a4cf19,Nicole Smith,fe515648-536d-47a4-90a1-e1f65c931f1d,Clothing,Socks,Internet Banking,4,597.92,2022-02-15 03:07:11,Germany,Hamburg,eBay,278f05bc-a2c4-4466-97ae-2a874edc141a,Y,Payment Successful
8d97eaaf-967d-4cc8-83c3-ba4c2044dc82,bb520c06-499a-44ad-a54e-f7779f353618,Brittany Jones,de4cd1bf-9e9f-4911-afff-43ebf298c6ce,Sports,Basketball,Card,1,941.97,2022-02-07 04:27:03,Germany,Cologne,Flipkart,9bbda740-3836-4965-870c-e59c5f038546,N,Insufficient funds
bdac0501-cce7-4f10-b692-d9c3dd74693f,24c0565e-259f-4c91-a137-ce1c2dcde745,Todd Walton,0c012871-9c38-4926-a936-3a9d1f9755f9,Electronics,Batteries,Wallet,2,76.36,2021-01-13 08:06:44,India,Kolkata,Flipkart,0467b203-9cbb-4279-929c-d358076ad70b,Y,Payment Successful
08712d44-ad08-442a-91c4-02d9c7222207,e212d3e3-7943-444c-b9c1-c49e7763fd65,Richard Campbell,0f35b5ff-e6b6-42db-88b4-e09a946b9dbe,Sports,Football,Wallet,4,619.95,2023-10-17 05:19:10,Germany,Hamburg,Walmart,d38efc3e-7cc9-4379-aa54-2f20632eb90d,Y,Payment Successful
e40ec633-eed5-4d64-bc56-e69accd3a5cf,7b669279-16ad-4c63-a4ae-b095f913a68e,Blake Morris,691907e0-0eab-4c7a-88e9-8a62e6428759,Books,Magazines,UPI,4,424.79,2024-08-21 20:06:31,Canada,Toronto,eBay,84390349-0fe4-467b-81b5-fc98045b7698,N,Payment gateway error
be65735d-4422-46a9-9fca-3923c6b48c3d,aabbbbcc-1486-489c-9d4f-bdea1202997d,Donna Pena,3cadef02-4a9d-462d-a91c-b86e4aab86e6,Clothing,Jackets,Wallet,5,233.08,2024-07-26 21:08:51,Canada,Calgary,Shopify,c3bf92fe-edd7-4539-9ca9-5e3630acab03,Y,Payment Successful
f398ec0b-a4c1-40bd-8aeb-1276f9b01d5a,d7634b23-c306-4f81-b80f-88ec110bcb9b,Eric Flowers,fa5d3e78-476c-4bbd-8417-62b4b5fd1775,Sports,Basketball,Wallet,3,458.46,2021-02-22 11:03:02,UK,London,Shopify,44c31397-04e0-4d16-8fe6-19f0e010d926,Y,Payment Successful
bfe87733-9834-4a51-a82c-5da93e69410b,c50aa0d6-81ea-493e-b2a4-9776c56677d6,Raymond Kramer,3fe3d646-b70c-477a-a5fe-fe073f27d2fd,Books,Textbooks,Card,5,364.22,2022-06-16 04:27:32,UK,Birmingham,eBay,967b7432-82ff-427e-a64c-0c636f28d979,Y,Payment Successful
dfb5b225-b159-4812-88cc-413c7156090d,fa107d21-f3ac-49df-a980-e7273723d86b,Stephen Burke,8e942916-9dc5-48aa-a726-e41fa64e877e,Home & Kitchen,Detergent,Card,1,195.72,2023-11-30 19:03:51,Canada,Calgary,eBay,566e26c8-c86f-4278-aef7-f14c34a4c5d7,N,Insufficient funds
cd483652-37e7-4338-ab14-32490034eaf2,fd4d2db3-b6ca-447a-bdac-97eefeaf1a78,Lauren Huffman,4dff60c8-f95d-47c8-847c-91dabdaee186,Electronics,Smartphones,UPI,3,845.88,2024-07-11 02:34:10,Canada,Montreal,eBay,f0b10706-a6b5-46fa-9717-10aa0e399863,N,Insufficient funds
be600b08-7e7b-4da7-bbf9-0bef3490ebfd,a534994f-eed6-4f27-8df3-62154e37ca79,Kenneth Nunez,d8655b2c-7bbb-48ff-9866-8a56d82abd7e,Clothing,Jackets,Wallet,5,184.34,2024-09-21 07:06:12,UK,Manchester,Amazon,0c929ef0-701b-4e16-aa17-f40b0326f7f8,Y,Payment Successful
