Order_Id,Customer_Id,Customer_Name,Product_Id,Product_Category,Product_Name,Quantity_ordered,Price,Date_and_Time_When_Order_Was_Placed,Customer_Country,Customer_City,Site_From_Where_Order_Was_Placed,Payment_Type,Payment_Transaction_Confirmation_Id,Payment_Success_or_Failure,Payment_Failure_Reason
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Tammy Clark,123e4567-e89b-12d3-a456-426614174000,Books,Fiction,3,627.35,2023-11-14 10:36:26.086040,Canada,Ottawa,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174000,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Michael Shaw,123e4567-e89b-12d3-a456-426614174001,Clothing,T-Shirts,5,360.17,2024-06-29 10:36:26.086040,UK,Glasgow,eBay,Wallet,123e4567-e89b-12d3-a456-426614174001,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Timothy Kim,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Electronics,Smartphones,2,429.91,2024-06-14 10:36:26.086040,USA,Phoenix,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174002,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Terry Perez,123e4567-e89b-12d3-a456-426614174003,Electronics,Laptops,2,240.92,2024-03-15 10:36:26.086040,Canada,Ottawa,eBay,Wallet,123e4567-e89b-12d3-a456-426614174003,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Elizabeth Ellis,123e4567-e89b-12d3-a456-426614174004,Clothing,Jeans,1,334.94,2023-10-30 10:36:26.086040,Canada,Toronto,Walmart,UPI,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Gary Patterson,123e4567-e89b-12d3-a456-426614174005,Sports,Gym Gloves,4,817.11,2024-03-19 10:36:26.086040,Germany,Munich,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Eric Navarro,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Toothpaste,3,289.08,2023-10-08 10:36:26.086040,UK,Manchester,Shopify,Internet Banking,123e4567-e89b-12d3-a456-426614174006,N,Card Expired
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Brianna Miller,123e4567-e89b-12d3-a456-426614174007,Clothing,T-Shirts,2,890.12,2024-08-25 10:36:26.086040,Canada,Montreal,eBay,UPI,cc8e6cc0-15b2-401c-8568-445ba2f41632,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Christopher Ross,123e4567-e89b-12d3-a456-426614174008,Home & Kitchen,Shampoo,3,949.6,2024-05-26 10:36:26.086040,UK,Manchester,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174008,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Justin Ramirez,123e4567-e89b-12d3-a456-426614174009,Sports,Tennis Racket,4,851.74,2023-12-06 10:36:26.086040,India,Chennai,eBay,Card,123e4567-e89b-12d3-a456-426614174009,Y,No Reason Provided
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Daniel Bradford,123e4567-e89b-12d3-a456-426614174000,Clothing,Sweaters,3,846.53,2024-06-19 10:36:26.086040,UK,Glasgow,Walmart,Internet Banking,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Richard Griffin,123e4567-e89b-12d3-a456-426614174001,Sports,Basketball,1,240.76,2023-12-14 10:36:26.086040,India,Bangalore,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Robert Thompson,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Clothing,T-Shirts,2,398.0,2024-08-10 10:36:26.086040,UK,Manchester,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174002,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,William Knight,123e4567-e89b-12d3-a456-426614174003,Books,Fiction,1,53.6,2024-03-27 10:36:26.086040,Canada,Calgary,Shopify,Card,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Kenneth English,123e4567-e89b-12d3-a456-426614174004,Clothing,Jackets,1,135.46,2024-08-21 10:36:26.086040,India,Chennai,Amazon,Card,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Michael Gomez,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Soap,5,817.11,2024-08-28 10:36:26.086040,Canada,Calgary,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174005,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Jessica Perez PhD,123e4567-e89b-12d3-a456-426614174006,Home & Kitchen,Soap,5,311.31,2024-05-13 10:36:26.086040,UK,Leeds,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174006,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Sean Barron,123e4567-e89b-12d3-a456-426614174007,Home & Kitchen,Detergent,2,683.75,2024-08-07 10:36:26.086040,Germany,Berlin,Amazon,UPI,cc8e6cc0-15b2-401c-8568-445ba2f41632,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Jason Jones,123e4567-e89b-12d3-a456-426614174008,Books,Magazines,4,625.73,2024-03-01 10:36:26.086040,Germany,Hamburg,Walmart,Card,123e4567-e89b-12d3-a456-426614174008,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Denise Adams,123e4567-e89b-12d3-a456-426614174009,Sports,Tennis Racket,2,780.23,2023-11-29 10:36:26.086040,Canada,Calgary,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174009,Y,Fraudulent Activity
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Gerald Williams,123e4567-e89b-12d3-a456-426614174000,Home & Kitchen,Shampoo,2,944.52,2024-06-18 10:36:26.086040,UK,Glasgow,Walmart,Internet Banking,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Elizabeth Rojas,123e4567-e89b-12d3-a456-426614174001,Sports,Tennis Racket,2,965.5,2024-03-05 10:36:26.086040,Canada,Vancouver,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174001,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Brett Glover,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Books,Textbooks,1,597.6,2023-11-05 10:36:26.086040,Germany,Cologne,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174002,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Angela Mccormick,123e4567-e89b-12d3-a456-426614174003,Sports,Cricket Bat,1,182.61,2023-12-11 10:36:26.086040,Germany,Berlin,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174003,N,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Andres Zhang,123e4567-e89b-12d3-a456-426614174004,Home & Kitchen,Lotion,1,511.52,2024-01-23 10:36:26.086040,UK,London,eBay,Wallet,123e4567-e89b-12d3-a456-426614174004,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Kimberly Fry,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Toothpaste,1,817.11,2024-06-16 10:36:26.086040,USA,Houston,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174005,N,Card Expired
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Craig Meyer,123e4567-e89b-12d3-a456-426614174006,Books,Comics,3,440.97,2024-06-30 10:36:26.086040,Canada,Montreal,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174006,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Jennifer Miles,123e4567-e89b-12d3-a456-426614174007,Electronics,Chargers,1,154.65,2023-11-08 10:36:26.086040,India,Kolkata,Walmart,Internet Banking,cc8e6cc0-15b2-401c-8568-445ba2f41632,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Patrick Wells,123e4567-e89b-12d3-a456-426614174008,Sports,Tennis Racket,4,217.16,2024-03-04 10:36:26.086040,India,Bangalore,Shopify,Card,123e4567-e89b-12d3-a456-426614174008,Y,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Daniel Wagner,123e4567-e89b-12d3-a456-426614174009,Electronics,Headphones,1,606.69,2024-09-20 10:36:26.086040,USA,Phoenix,eBay,Card,123e4567-e89b-12d3-a456-426614174009,N,Card Expired
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Ralph Booth,123e4567-e89b-12d3-a456-426614174000,Clothing,Jackets,4,429.71,2024-06-20 10:36:26.086040,USA,Phoenix,Walmart,Internet Banking,123e4567-e89b-12d3-a456-426614174000,Y,Card Expired
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Joseph Santiago,123e4567-e89b-12d3-a456-426614174001,Home & Kitchen,Shampoo,5,524.07,2024-07-23 10:36:26.086040,USA,Los Angeles,Flipkart,Internet Banking,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Lisa Weaver,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Home & Kitchen,Toothpaste,4,948.5,2023-11-09 10:36:26.086040,India,Bangalore,eBay,Wallet,123e4567-e89b-12d3-a456-426614174002,N,Card Expired
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Donald Johnson,123e4567-e89b-12d3-a456-426614174003,Electronics,Laptops,1,821.09,2024-01-31 10:36:26.086040,India,Chennai,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174003,N,Card Expired
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Matthew Heath,123e4567-e89b-12d3-a456-426614174004,Home & Kitchen,Soap,1,790.47,2024-04-01 10:36:26.086040,Germany,Munich,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174004,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Joseph Hubbard,123e4567-e89b-12d3-a456-426614174005,Sports,Gym Gloves,2,817.11,2024-09-13 10:36:26.086040,UK,London,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174005,N,Card Expired
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,David Marshall,123e4567-e89b-12d3-a456-426614174006,Books,Fiction,2,619.19,2024-06-15 10:36:26.086040,Canada,Calgary,Walmart,Internet Banking,123e4567-e89b-12d3-a456-426614174006,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Timothy Smith,123e4567-e89b-12d3-a456-426614174007,Sports,Basketball,4,461.31,2024-05-17 10:36:26.086040,India,Bangalore,Flipkart,Card,cc8e6cc0-15b2-401c-8568-445ba2f41632,Y,Card Expired
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Daniel Thomas,123e4567-e89b-12d3-a456-426614174008,Clothing,Sweaters,2,518.91,2023-11-23 10:36:26.086040,Canada,Ottawa,Amazon,Card,123e4567-e89b-12d3-a456-426614174008,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Megan Mcdonald,123e4567-e89b-12d3-a456-426614174009,Books,Fiction,4,693.13,2023-11-16 10:36:26.086040,USA,Phoenix,eBay,Wallet,123e4567-e89b-12d3-a456-426614174009,Y,Fraudulent Activity
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Laura Garcia,123e4567-e89b-12d3-a456-426614174000,Electronics,Laptops,3,148.97,2024-07-21 10:36:26.086040,USA,Chicago,Amazon,Card,123e4567-e89b-12d3-a456-426614174000,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Colleen Serrano,123e4567-e89b-12d3-a456-426614174001,Electronics,Headphones,1,213.05,2023-10-10 10:36:26.086040,UK,Leeds,Amazon,UPI,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Daniel Tapia,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Home & Kitchen,Soap,2,497.53,2024-04-24 10:36:26.086040,UK,Birmingham,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174002,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Kayla Hale,123e4567-e89b-12d3-a456-426614174003,Books,Comics,2,833.34,2024-07-06 10:36:26.086040,USA,Phoenix,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174003,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Darrell Eaton,123e4567-e89b-12d3-a456-426614174004,Books,Non-Fiction,1,329.15,2024-01-26 10:36:26.086040,Germany,Hamburg,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174004,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Tammy Henry,123e4567-e89b-12d3-a456-426614174005,Home & Kitchen,Lotion,3,817.11,2024-03-19 10:36:26.086040,USA,Chicago,Shopify,UPI,123e4567-e89b-12d3-a456-426614174005,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Tammy Martinez,123e4567-e89b-12d3-a456-426614174006,Books,Textbooks,5,472.39,2024-05-21 10:36:26.086040,Germany,Berlin,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Zachary Sullivan II,123e4567-e89b-12d3-a456-426614174007,Clothing,Socks,1,560.42,2024-02-27 10:36:26.086040,India,Mumbai,eBay,Internet Banking,cc8e6cc0-15b2-401c-8568-445ba2f41632,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Jonathan Sexton,123e4567-e89b-12d3-a456-426614174008,Electronics,Chargers,1,740.42,2024-04-02 10:36:26.086040,India,Bangalore,eBay,Card,123e4567-e89b-12d3-a456-426614174008,N,Card Expired
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Amy Faulkner,123e4567-e89b-12d3-a456-426614174009,Sports,Gym Gloves,4,407.41,2024-06-23 10:36:26.086040,UK,Leeds,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174009,Y,Insufficient Funds
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Cassandra Brock,123e4567-e89b-12d3-a456-426614174000,Books,Fiction,4,683.23,2024-04-19 10:36:26.086040,India,Bangalore,eBay,Card,123e4567-e89b-12d3-a456-426614174000,N,Card Expired
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Helen Holmes,123e4567-e89b-12d3-a456-426614174001,Books,Fiction,1,359.35,2024-06-13 10:36:26.086040,India,Chennai,Shopify,Card,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Laura Sanders,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Books,Textbooks,1,151.44,2023-11-26 10:36:26.086040,India,Kolkata,Shopify,UPI,123e4567-e89b-12d3-a456-426614174002,N,Card Expired
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Maria Scott,123e4567-e89b-12d3-a456-426614174003,Books,Fiction,3,524.06,2024-02-26 10:36:26.086040,UK,London,Shopify,Card,123e4567-e89b-12d3-a456-426614174003,N,Insufficient Funds
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Ashley Robinson,123e4567-e89b-12d3-a456-426614174004,Sports,Basketball,1,320.32,2023-12-18 10:36:26.086040,Canada,Toronto,Amazon,Internet Banking,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Dr. Ann Greene DDS,123e4567-e89b-12d3-a456-426614174005,Clothing,Sweaters,5,817.11,2023-10-25 10:36:26.086040,UK,London,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174005,N,Fraudulent Activity
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Catherine Moore,123e4567-e89b-12d3-a456-426614174006,Sports,Cricket Bat,1,86.99,2023-12-01 10:36:26.086040,Canada,Toronto,Amazon,UPI,123e4567-e89b-12d3-a456-426614174006,Y,Card Expired
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Michele Rogers,123e4567-e89b-12d3-a456-426614174007,Electronics,Headphones,4,878.49,2024-05-31 10:36:26.086040,USA,Phoenix,Walmart,Card,cc8e6cc0-15b2-401c-8568-445ba2f41632,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Edward Chavez,123e4567-e89b-12d3-a456-426614174008,Books,Magazines,5,961.31,2024-03-13 10:36:26.086040,Canada,Calgary,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174008,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Christopher Hayes,123e4567-e89b-12d3-a456-426614174009,Sports,Tennis Racket,1,591.36,2024-08-13 10:36:26.086040,UK,Manchester,Shopify,Wallet,123e4567-e89b-12d3-a456-426614174009,Y,Payment Gateway Error
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Rachel Vaughan,123e4567-e89b-12d3-a456-426614174000,Electronics,Chargers,2,196.56,2024-08-10 10:36:26.086040,Canada,Montreal,Walmart,UPI,123e4567-e89b-12d3-a456-426614174000,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Brittany Hansen,123e4567-e89b-12d3-a456-426614174001,Sports,Gym Gloves,4,388.08,2024-06-28 10:36:26.086040,USA,New York,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174001,N,Card Expired
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Molly Patton,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Electronics,Headphones,2,943.11,2024-07-31 10:36:26.086040,UK,Leeds,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174002,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Joel Gregory,123e4567-e89b-12d3-a456-426614174003,Books,Textbooks,2,334.14,2024-06-09 10:36:26.086040,UK,Birmingham,Walmart,Card,123e4567-e89b-12d3-a456-426614174003,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Carl Christensen,123e4567-e89b-12d3-a456-426614174004,Electronics,Batteries,1,620.81,2023-11-08 10:36:26.086040,Canada,Montreal,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174004,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Kyle Tapia,123e4567-e89b-12d3-a456-426614174005,Electronics,Laptops,1,817.11,2024-08-22 10:36:26.086040,Germany,Berlin,Walmart,UPI,123e4567-e89b-12d3-a456-426614174005,Y,Payment Gateway Error
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Brenda Coleman,123e4567-e89b-12d3-a456-426614174006,Books,Non-Fiction,3,271.31,2024-06-15 10:36:26.086040,India,Bangalore,eBay,Card,123e4567-e89b-12d3-a456-426614174006,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174007,123e4567-e89b-12d3-a456-426614174007,Mary Hart,123e4567-e89b-12d3-a456-426614174007,Books,Non-Fiction,1,49.3,2024-01-23 10:36:26.086040,India,Kolkata,eBay,Wallet,cc8e6cc0-15b2-401c-8568-445ba2f41632,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174008,123e4567-e89b-12d3-a456-426614174008,Heather Boyer,123e4567-e89b-12d3-a456-426614174008,Sports,Football,4,87.21,2024-05-28 10:36:26.086040,India,Kolkata,Flipkart,Card,123e4567-e89b-12d3-a456-426614174008,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174009,123e4567-e89b-12d3-a456-426614174009,Kimberly Johnston,123e4567-e89b-12d3-a456-426614174009,Electronics,Laptops,2,412.9,2024-05-29 10:36:26.086040,Germany,Munich,Flipkart,Wallet,123e4567-e89b-12d3-a456-426614174009,N,Payment Gateway Error
67151441-ca49-4847-8516-3e111f36fcbf,123e4567-e89b-12d3-a456-426614174000,Douglas Banks,123e4567-e89b-12d3-a456-426614174000,Electronics,Headphones,2,565.25,2023-10-07 10:36:26.086040,UK,Manchester,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174000,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174001,e5f9f539-12d0-4726-aff2-bb04a6198753,Rebecca Day,123e4567-e89b-12d3-a456-426614174001,Books,Magazines,2,309.45,2024-01-02 10:36:26.086040,USA,Los Angeles,Walmart,Wallet,123e4567-e89b-12d3-a456-426614174001,N,No Reason Provided
123e4567-e89b-12d3-a456-426614174002,123e4567-e89b-12d3-a456-426614174002,Amanda Flores,9d50c4bf-e8ca-405a-89c6-5ad4c1330556,Electronics,Headphones,5,459.14,2024-06-19 10:36:26.086040,Canada,Calgary,Shopify,UPI,123e4567-e89b-12d3-a456-426614174002,Y,Insufficient Funds
123e4567-e89b-12d3-a456-426614174003,123e4567-e89b-12d3-a456-426614174003,Kathleen Williams,123e4567-e89b-12d3-a456-426614174003,Sports,Football,5,745.27,2024-01-20 10:36:26.086040,Germany,Munich,Amazon,Wallet,123e4567-e89b-12d3-a456-426614174003,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174004,123e4567-e89b-12d3-a456-426614174004,Jennifer Goodman,123e4567-e89b-12d3-a456-426614174004,Clothing,Sweaters,1,748.09,2024-03-02 10:36:26.086040,Canada,Calgary,eBay,Internet Banking,123e4567-e89b-12d3-a456-426614174004,N,Card Expired
123e4567-e89b-12d3-a456-426614174005,123e4567-e89b-12d3-a456-426614174005,Kaylee Bright,123e4567-e89b-12d3-a456-426614174005,Clothing,T-Shirts,5,817.11,2024-05-12 10:36:26.086040,India,Kolkata,Shopify,UPI,123e4567-e89b-12d3-a456-426614174005,Y,No Reason Provided
123e4567-e89b-12d3-a456-426614174006,123e4567-e89b-12d3-a456-426614174006,Tanya Miller,123e4567-e89b-12d3-a456-426614174006,Electronics,Laptops,4,654.38,2023-10-14 10:36:26.086040,Canada,Toronto,Flipkart,Card,123e4567-e89b-12d3-a456-426614174006,N,Payment Gateway Error
